P008011	TotPop_Mle_8y	Total population: Male: 8 years
P008012	TotPop_Mle_9y	Total population: Male: 9 years
P008013	TotPop_Mle_10y	Total population: Male: 10 years
P008014	TotPop_Mle_11y	Total population: Male: 11 years
P008015	TotPop_Mle_12y	Total population: Male: 12 years
P008016	TotPop_Mle_13y	Total population: Male: 13 years
P008017	TotPop_Mle_14y	Total population: Male: 14 years
P008018	TotPop_Mle_15y	Total population: Male: 15 years
P008019	TotPop_Mle_16y	Total population: Male: 16 years
P008020	TotPop_Mle_17y	Total population: Male: 17 years
P008021	TotPop_Mle_18y	Total population: Male: 18 years
P008022	TotPop_Mle_19y	Total population: Male: 19 years
P008023	TotPop_Mle_20y	Total population: Male: 20 years
P008024	TotPop_Mle_21y	Total population: Male: 21 years
P008025	TotPop_Mle_22to24y	Total population: Male: 22 to 24 years
P008026	TotPop_Mle_25to29y	Total population: Male: 25 to 29 years
P008027	TotPop_Mle_30to34y	Total population: Male: 30 to 34 years
P008028	TotPop_Mle_35to39y	Total population: Male: 35 to 39 years
P008029	TotPop_Mle_40to44y	Total population: Male: 40 to 44 years
P008030	TotPop_Mle_45to49y	Total population: Male: 45 to 49 years
P008031	TotPop_Mle_50to54y	Total population: Male: 50 to 54 years
P008032	TotPop_Mle_55to59y	Total population: Male: 55 to 59 years
P008033	TotPop_Mle_60and61y	Total population: Male: 60 and 61 years
P008034	TotPop_Mle_62to64y	Total population: Male: 62 to 64 years
P008035	TotPop_Mle_65and66y	Total population: Male: 65 and 66 years
P008036	TotPop_Mle_67to69y	Total population: Male: 67 to 69 years
P008037	TotPop_Mle_70to74y	Total population: Male: 70 to 74 years
P008038	TotPop_Mle_75to79y	Total population: Male: 75 to 79 years
P008039	TotPop_Mle_80to84y	Total population: Male: 80 to 84 years
P008040	TotPop_Mle_Gte85y	Total population: Male: 85 years and over
P008041	TotPop_Fem	Total population: Female:
P008042	TotPop_Fem_Lt1y	Total population: Female: Under 1 year
P008043	TotPop_Fem_1y	Total population: Female: 1 year
P008044	TotPop_Fem_2y	Total population: Female: 2 years
P008045	TotPop_Fem_3y	Total population: Female: 3 years
P008046	TotPop_Fem_4y	Total population: Female: 4 years
P008047	TotPop_Fem_5y	Total population: Female: 5 years
P008048	TotPop_Fem_6y	Total population: Female: 6 years
P008049	TotPop_Fem_7y	Total population: Female: 7 years
P008050	TotPop_Fem_8y	Total population: Female: 8 years
P008051	TotPop_Fem_9y	Total population: Female: 9 years
P008052	TotPop_Fem_10y	Total population: Female: 10 years
P008053	TotPop_Fem_11y	Total population: Female: 11 years
P008054	TotPop_Fem_12y	Total population: Female: 12 years
P008055	TotPop_Fem_13y	Total population: Female: 13 years
P008056	TotPop_Fem_14y	Total population: Female: 14 years
P008057	TotPop_Fem_15y	Total population: Female: 15 years
P008058	TotPop_Fem_16y	Total population: Female: 16 years
P008059	TotPop_Fem_17y	Total population: Female: 17 years
P008060	TotPop_Fem_18y	Total population: Female: 18 years
P008061	TotPop_Fem_19y	Total population: Female: 19 years
P008062	TotPop_Fem_20y	Total population: Female: 20 years
P008063	TotPop_Fem_21y	Total population: Female: 21 years
P008064	TotPop_Fem_22to24y	Total population: Female: 22 to 24 years
P008065	TotPop_Fem_25to29y	Total population: Female: 25 to 29 years
P008066	TotPop_Fem_30to34y	Total population: Female: 30 to 34 years
P008067	TotPop_Fem_35to39y	Total population: Female: 35 to 39 years
P008068	TotPop_Fem_40to44y	Total population: Female: 40 to 44 years
P008069	TotPop_Fem_45to49y	Total population: Female: 45 to 49 years
P008070	TotPop_Fem_50to54y	Total population: Female: 50 to 54 years
P008071	TotPop_Fem_55to59y	Total population: Female: 55 to 59 years
P008072	TotPop_Fem_60and61y	Total population: Female: 60 and 61 years
P008073	TotPop_Fem_62to64y	Total population: Female: 62 to 64 years
P008074	TotPop_Fem_65and66y	Total population: Female: 65 and 66 years
P008075	TotPop_Fem_67to69y	Total population: Female: 67 to 69 years
P008076	TotPop_Fem_70to74y	Total population: Female: 70 to 74 years
P008077	TotPop_Fem_75to79y	Total population: Female: 75 to 79 years
P008078	TotPop_Fem_80to84y	Total population: Female: 80 to 84 years
P008079	TotPop_Fem_Gte85y	Total population: Female: 85 years and over
P009001	TotPop_Tot	Total population: Total:
P009002	TotPop_InHH	Total population: In households:
P009003	TotPop_InHH_FamHH	Total population: In households: In family households:
P009004	TotPop_InHH_FamHH_Hh	Total population: In households: In family households: Householder:
P009005	TotPop_InHH_FamHH_Hh_Mle	Total population: In households: In family households: Householder: Male
P009006	TotPop_InHH_FamHH_Hh_Fem	Total population: In households: In family households: Householder: Female
P009007	TotPop_InHH_FamHH_Spouse	Total population: In households: In family households: Spouse
P009008	TotPop_InHH_FamHH_Child	Total population: In households: In family households: Child:
P009009	TotPop_InHH_FamHH_Child_NatBorn	Total population: In households: In family households: Child: Natural-born
P009010	TotPop_InHH_FamHH_Child_Adptd	Total population: In households: In family households: Child: Adopted
P009011	TotPop_InHH_FamHH_Child_Step	Total population: In households: In family households: Child: Step
P009012	TotPop_InHH_FamHH_GndChild	Total population: In households: In family households: Grandchild
P009013	TotPop_InHH_FamHH_BrthrSistr	Total population: In households: In family households: Brother or sister
P009014	TotPop_InHH_FamHH_Prnt	Total population: In households: In family households: Parent
P009015	TotPop_InHH_FamHH_OthRel	Total population: In households: In family households: Other relatives
P009016	TotPop_InHH_FamHH_NonRel	Total population: In households: In family households: Nonrelatives
P009017	TotPop_InHH_NonFamHH	Total population: In households: In nonfamily households:
P009018	TotPop_InHH_NonFamHH_MleHh	Total population: In households: In nonfamily households: Male householder:
P009019	TotPop_InHH_NonFamHH_MleHh_LivAln	Total population: In households: In nonfamily households: Male householder: Living alone
P009020	TotPop_InHH_NonFamHH_MleHh_NotLivAln	Total population: In households: In nonfamily households: Male householder: Not living alone
P009021	TotPop_InHH_NonFamHH_FemHh	Total population: In households: In nonfamily households: Female householder:
P009022	TotPop_InHH_NonFamHH_FemHh_LivAln	Total population: In households: In nonfamily households: Female householder: Living alone
P009023	TotPop_InHH_NonFamHH_FemHh_NotLivAln	Total population: In households: In nonfamily households: Female householder: Not living alone
P009024	TotPop_InHH_NonFamHH_NonRel	Total population: In households: In nonfamily households: Nonrelatives
P009025	TotPop_InHH_GrpQuart	Total population: In households: In group quarters:
P009026	TotPop_InHH_GrpQuart_InstPop	Total population: In households: In group quarters: Institutionalized population
P009027	TotPop_InHH_GrpQuart_NonInstPop	Total population: In households: In group quarters: Noninstitutionalized population
P010001	HH_Tot	Households: Total:
P010002	HH_1pHH	Households: 1-person household:
P010003	HH_1pHH_MleHh	Households: 1-person household: Male householder
P010004	HH_1pHH_FemHh	Households: 1-person household: Female householder
P010005	HH_Gte2pHH	Households: 2-or-more-person household:
P010006	HH_Gte2pHH_FamHH	Households: 2-or-more-person household: Family households:
P010007	HH_Gte2pHH_FamHH_MrdCplFam	Households: 2-or-more-person household: Family households: Married-couple family:
P010008	HH_Gte2pHH_FamHH_MrdCplFam_WOwnChldLt18y	Households: 2-or-more-person household: Family households: Married-couple family: With own children under 18 years
P010009	HH_Gte2pHH_FamHH_MrdCplFam_NoOwnChldLt18y	Households: 2-or-more-person household: Family households: Married-couple family: No own children under 18 years
P010010	HH_Gte2pHH_FamHH_OthFam	Households: 2-or-more-person household: Family households: Other family:
P010011	HH_Gte2pHH_FamHH_OthFam_MleHhNoWife	Households: 2-or-more-person household: Family households: Other family: Male householder, no wife present:
P010012	HH_Gte2pHH_FamHH_OthFam_MleHhNoWife_WOwnChldLt18y	Households: 2-or-more-person household: Family households: Other family: Male householder, no wife present: With own children under 18 years
P010013	HH_Gte2pHH_FamHH_OthFam_MleHhNoWife_NoOwnChldLt18y	Households: 2-or-more-person household: Family households: Other family: Male householder, no wife present: No own children under 18 years
P010014	HH_Gte2pHH_FamHH_OthFam_FemHhNoHusb	Households: 2-or-more-person household: Family households: Other family: Female householder, no husband present:
P010015	HH_Gte2pHH_FamHH_OthFam_FemHhNoHusb_WOwnChldLt18y	Households: 2-or-more-person household: Family households: Other family: Female householder, no husband present: With own children under 18 years
P010016	HH_Gte2pHH_FamHH_OthFam_FemHhNoHusb_NoOwnChldLt18y	Households: 2-or-more-person household: Family households: Other family: Female householder, no husband present: No own children under 18 years
P010017	HH_Gte2pHH_NFamHH	Households: 2-or-more-person household: Nonfamily households:
P010018	HH_Gte2pHH_NFamHH_MleHh	Households: 2-or-more-person household: Nonfamily households: Male householder
P010019	HH_Gte2pHH_NFamHH_FemHh	Households: 2-or-more-person household: Nonfamily households: Female householder
P011001	PopGte65y_Tot	Population 65 years and over: Total:
P011002	PopGte65y_InHH	Population 65 years and over: In households:
P011003	PopGte65y_InHH_FamHH	Population 65 years and over: In households: In family households:
P011004	PopGte65y_InHH_FamHH_Hh	Population 65 years and over: In households: In family households: Householder:
P011005	PopGte65y_InHH_FamHH_Hh_Mle	Population 65 years and over: In households: In family households: Householder: Male
P011006	PopGte65y_InHH_FamHH_Hh_Fem	Population 65 years and over: In households: In family households: Householder: Female
P011007	PopGte65y_InHH_FamHH_Spouse	Population 65 years and over: In households: In family households: Spouse
P011008	PopGte65y_InHH_FamHH_Prnt	Population 65 years and over: In households: In family households: Parent
P011009	PopGte65y_InHH_FamHH_OthRel	Population 65 years and over: In households: In family households: Other relatives
P011010	PopGte65y_InHH_FamHH_NonRel	Population 65 years and over: In households: In family households: Nonrelatives
P011011	PopGte65y_InHH_NonFamHH	Population 65 years and over: In households: In nonfamily households:
P011012	PopGte65y_InHH_NonFamHH_MleHh	Population 65 years and over: In households: In nonfamily households: Male householder:
P011013	PopGte65y_InHH_NonFamHH_MleHh_LivAln	Population 65 years and over: In households: In nonfamily households: Male householder: Living alone
P011014	PopGte65y_InHH_NonFamHH_MleHh_NotLivAln	Population 65 years and over: In households: In nonfamily households: Male householder: Not living alone
P011015	PopGte65y_InHH_NonFamHH_FemHh	Population 65 years and over: In households: In nonfamily households: Female householder:
P011016	PopGte65y_InHH_NonFamHH_FemHh_LivAln	Population 65 years and over: In households: In nonfamily households: Female householder: Living alone
P011017	PopGte65y_InHH_NonFamHH_FemHh_NotLivAln	Population 65 years and over: In households: In nonfamily households: Female householder: Not living alone
P011018	PopGte65y_InHH_NonFamHH_NonRel	Population 65 years and over: In households: In nonfamily households: Nonrelatives
P011019	PopGte65y_GrpQuart	Population 65 years and over: In group quarters:
P011020	PopGte65y_GrpQuart_InstPop	Population 65 years and over: In group quarters: Institutionalized population
P011021	PopGte65y_GrpQuart_NonInstPop	Population 65 years and over: In group quarters: Noninstitutionalized population
P012001	HH_Tot	Households: Total:
P012002	HH_Hh15to64y	Households: Householder 15 to 64 years:
P012003	HH_Hh15to64y_FamHH	Households: Householder 15 to 64 years: Family households:
P012004	HH_Hh15to64y_FamHH_MrdCplFam	Households: Householder 15 to 64 years: Family households: Married-couple family:
P012005	HH_Hh15to64y_FamHH_MrdCplFam_WOwnChldLt18y	Households: Householder 15 to 64 years: Family households: Married-couple family: With own children under 18 years
P012006	HH_Hh15to64y_FamHH_MrdCplFam_NoOwnChldLt18y	Households: Householder 15 to 64 years: Family households: Married-couple family: No own children under 18 years
P012007	HH_Hh15to64y_FamHH_OthFam	Households: Householder 15 to 64 years: Family households: Other family:
P012008	HH_Hh15to64y_FamHH_OthFam_MleHhNoWife	Households: Householder 15 to 64 years: Family households: Other family: Male householder, no wife present:
P012009	HH_Hh15to64y_FamHH_OthFam_MleHhNoWife_WOwnChldLt18y	Households: Householder 15 to 64 years: Family households: Other family: Male householder, no wife present: With own children under 18 years
P012010	HH_Hh15to64y_FamHH_OthFam_MleHhNoWife_NoOwnChldLt18y	Households: Householder 15 to 64 years: Family households: Other family: Male householder, no wife present: No own children under 18 years
P012011	HH_Hh15to64y_FamHH_OthFam_FemHhNoHusb	Households: Householder 15 to 64 years: Family households: Other family: Female householder, no husband present:
P012012	HH_Hh15to64y_FamHH_OthFam_FemHhNoHusb_WOwnChldLt18y	Households: Householder 15 to 64 years: Family households: Other family: Female householder, no husband present: With own children under 18 years
P012013	HH_Hh15to64y_FamHH_OthFam_FemHhNoHusb_NoOwnChldLt18y	Households: Householder 15 to 64 years: Family households: Other family: Female householder, no husband present: No own children under 18 years
P012014	HH_Hh15to64y_NFamHH	Households: Householder 15 to 64 years: Nonfamily households:
P012015	HH_Hh15to64y_NFamHH_HhLivAln	Households: Householder 15 to 64 years: Nonfamily households: Householder living alone
P012016	HH_Hh15to64y_NFamHH_HhNotLiv	Households: Householder 15 to 64 years: Nonfamily households: Householder not living alone
P012017	HH_HhGte65y	Households: Householder 65 years and over:
P012018	HH_HhGte65y_FamHH	Households: Householder 65 years and over: Family households:
P012019	HH_HhGte65y_FamHH_MrdCplFam	Households: Householder 65 years and over: Family households: Married-couple family:
P012020	HH_HhGte65y_FamHH_MrdCplFam_WOwnChldLt18y	Households: Householder 65 years and over: Family households: Married-couple family: With own children under 18 years
P012021	HH_HhGte65y_FamHH_MrdCplFam_NoOwnChldLt18y	Households: Householder 65 years and over: Family households: Married-couple family: No own children under 18 years
P012022	HH_HhGte65y_FamHH_OthFam	Households: Householder 65 years and over: Family households: Other family:
P012023	HH_HhGte65y_FamHH_OthFam_MleHhNoWife	Households: Householder 65 years and over: Family households: Other family: Male householder, no wife present:
P012024	HH_HhGte65y_FamHH_OthFam_MleHhNoWife_WOwnChldLt18y	Households: Householder 65 years and over: Family households: Other family: Male householder, no wife present: With own children under 18 years
P012025	HH_HhGte65y_FamHH_OthFam_MleHhNoWife_NoOwnChldLt18y	Households: Householder 65 years and over: Family households: Other family: Male householder, no wife present: No own children under 18 years
P012026	HH_HhGte65y_FamHH_OthFam_FemHhNoHusb	Households: Householder 65 years and over: Family households: Other family: Female householder, no husband present:
P012027	HH_HhGte65y_FamHH_OthFam_FemHhNoHusb_WOwnChldLt18y	Households: Householder 65 years and over: Family households: Other family: Female householder, no husband present: With own children under 18 years
P012028	HH_HhGte65y_FamHH_OthFam_FemHhNoHusb_NoOwnChldLt18y	Households: Householder 65 years and over: Family households: Other family: Female householder, no husband present: No own children under 18 years
P012029	HH_HhGte65y_NFamHH	Households: Householder 65 years and over: Nonfamily households:
P012030	HH_HhGte65y_NFamHH_HhLivAln	Households: Householder 65 years and over: Nonfamily households: Householder living alone
P012031	HH_HhGte65y_NFamHH_HhNotLiv	Households: Householder 65 years and over: Nonfamily households: Householder not living alone
P013001	HH_Tot	Households: Total:
P013002	HH_FamHH	Households: Family households:
P013003	HH_FamHH_Hh15to24y	Households: Family households: Householder 15 to 24 years
P013004	HH_FamHH_Hh25to34y	Households: Family households: Householder 25 to 34 years
P013005	HH_FamHH_Hh35to44y	Households: Family households: Householder 35 to 44 years
P013006	HH_FamHH_Hh45to54y	Households: Family households: Householder 45 to 54 years
P013007	HH_FamHH_Hh55to64y	Households: Family households: Householder 55 to 64 years
P013008	HH_FamHH_Hh65to74y	Households: Family households: Householder 65 to 74 years
P013009	HH_FamHH_Hh75to84y	Households: Family households: Householder 75 to 84 years
P013010	HH_FamHH_HhGte85y	Households: Family households: Householder 85 years and over
P013011	HH_NFamHH	Households: Nonfamily households:
P013012	HH_NFamHH_Hh15to24y	Households: Nonfamily households: Householder 15 to 24 years
P013013	HH_NFamHH_Hh25to34y	Households: Nonfamily households: Householder 25 to 34 years
P013014	HH_NFamHH_Hh35to44y	Households: Nonfamily households: Householder 35 to 44 years
P013015	HH_NFamHH_Hh45to54y	Households: Nonfamily households: Householder 45 to 54 years
P013016	HH_NFamHH_Hh55to64y	Households: Nonfamily households: Householder 55 to 64 years
P013017	HH_NFamHH_Hh65to74y	Households: Nonfamily households: Householder 65 to 74 years
P013018	HH_NFamHH_Hh75to84y	Households: Nonfamily households: Householder 75 to 84 years
P013019	HH_NFamHH_HhGte85y	Households: Nonfamily households: Householder 85 years and over
P014001	HH_Tot	Households: Total:
P014002	HH_FamHH	Households: Family households:
P014003	HH_FamHH_2pHH	Households: Family households: 2-person household
P014004	HH_FamHH_3pHH	Households: Family households: 3-person household
P014005	HH_FamHH_4pHH	Households: Family households: 4-person household
P014006	HH_FamHH_5pHH	Households: Family households: 5-person household
P014007	HH_FamHH_6pHH	Households: Family households: 6-person household
P014008	HH_FamHH_Gte7pHH	Households: Family households: 7-or-more-person household
P014009	HH_NFamHH	Households: Nonfamily households:
P014010	HH_NFamHH_1pHH	Households: Nonfamily households: 1-person household
P014011	HH_NFamHH_2pHH	Households: Nonfamily households: 2-person household
P014012	HH_NFamHH_3pHH	Households: Nonfamily households: 3-person household
P014013	HH_NFamHH_4pHH	Households: Nonfamily households: 4-person household
P014014	HH_NFamHH_5pHH	Households: Nonfamily households: 5-person household
P014015	HH_NFamHH_6pHH	Households: Nonfamily households: 6-person household
P014016	HH_NFamHH_Gte7pHH	Households: Nonfamily households: 7-or-more-person household
P015001	Fam_Tot	Families: Total:
P015002	Fam_MrdCplFam	Families: Married-couple family:
P015003	Fam_MrdCplFam_WOwnChldLt18y	Families: Married-couple family: With own children under 18 years:
P015004	Fam_MrdCplFam_WOwnChldLt18y_Lt6yOnly	Families: Married-couple family: With own children under 18 years: Under 6 years only
P015005	Fam_MrdCplFam_WOwnChldLt18y_Lt6yand6to17y	Families: Married-couple family: With own children under 18 years: Under 6 years and 6 to 17 years
P015006	Fam_MrdCplFam_WOwnChldLt18y_6to17yOnly	Families: Married-couple family: With own children under 18 years: 6 to 17 years only
P015007	Fam_MrdCplFam_NoOwnChldLt18y	Families: Married-couple family: No own children under 18 years
P015008	Fam_OthFam	Families: Other family:
P015009	Fam_OthFam_MleHhNoWife	Families: Other family: Male householder, no wife present:
P015010	Fam_OthFam_MleHhNoWife_WOwnChldLt18y	Families: Other family: Male householder, no wife present: With own children under 18 years:
P015011	Fam_OthFam_MleHhNoWife_WOwnChldLt18y_Lt6yOnly	Families: Other family: Male householder, no wife present: With own children under 18 years: Under 6 years only
P015012	Fam_OthFam_MleHhNoWife_WOwnChldLt18y_Lt6yand6to17y	Families: Other family: Male householder, no wife present: With own children under 18 years: Under 6 years and 6 to 17 years
P015013	Fam_OthFam_MleHhNoWife_WOwnChldLt18y_6to17yOnly	Families: Other family: Male householder, no wife present: With own children under 18 years: 6 to 17 years only
P015014	Fam_OthFam_MleHhNoWife_NoOwnChldLt18y	Families: Other family: Male householder, no wife present: No own children under 18 years
P015015	Fam_OthFam_FemHhNoHusb	Families: Other family: Female householder, no husband present:
P015016	Fam_OthFam_FemHhNoHusb_WOwnChldLt18y	Families: Other family: Female householder, no husband present: With own children under 18 years:
P015017	Fam_OthFam_FemHhNoHusb_WOwnChldLt18y_Lt6yOnly	Families: Other family: Female householder, no husband present: With own children under 18 years: Under 6 years only
P015018	Fam_OthFam_FemHhNoHusb_WOwnChldLt18y_Lt6yand6to17y	Families: Other family: Female householder, no husband present: With own children under 18 years: Under 6 years and 6 to 17 years
P015019	Fam_OthFam_FemHhNoHusb_WOwnChldLt18y_6to17yOnly	Families: Other family: Female householder, no husband present: With own children under 18 years: 6 to 17 years only
P015020	Fam_OthFam_FemHhNoHusb_NoOwnChldLt18y	Families: Other family: Female householder, no husband present: No own children under 18 years
P016001	OwnChldLt18y_Tot	Own children under 18 years: Total:
P016002	OwnChldLt18y_MrdCplFam	Own children under 18 years: In married-couple families:
P016003	OwnChldLt18y_MrdCplFam_Lt3y	Own children under 18 years: In married-couple families: Under 3 years
P016004	OwnChldLt18y_MrdCplFam_3and4y	Own children under 18 years: In married-couple families: 3 and 4 years
P016005	OwnChldLt18y_MrdCplFam_5y	Own children under 18 years: In married-couple families: 5 years
P016006	OwnChldLt18y_MrdCplFam_6to11y	Own children under 18 years: In married-couple families: 6 to 11 years
P016007	OwnChldLt18y_MrdCplFam_12and13y	Own children under 18 years: In married-couple families: 12 and 13 years
P016008	OwnChldLt18y_MrdCplFam_14y	Own children under 18 years: In married-couple families: 14 years
P016009	OwnChldLt18y_MrdCplFam_15to17y	Own children under 18 years: In married-couple families: 15 to 17 years
P016010	OwnChldLt18y_OthFam	Own children under 18 years: In other families:
P016011	OwnChldLt18y_OthFam_MleHhNoWife	Own children under 18 years: In other families: Male householder, no wife present:
P016012	OwnChldLt18y_OthFam_MleHhNoWife_Lt3y	Own children under 18 years: In other families: Male householder, no wife present: Under 3 years
P016013	OwnChldLt18y_OthFam_MleHhNoWife_3and4y	Own children under 18 years: In other families: Male householder, no wife present: 3 and 4 years
P016014	OwnChldLt18y_OthFam_MleHhNoWife_5y	Own children under 18 years: In other families: Male householder, no wife present: 5 years
P016015	OwnChldLt18y_OthFam_MleHhNoWife_6to11y	Own children under 18 years: In other families: Male householder, no wife present: 6 to 11 years
P016016	OwnChldLt18y_OthFam_MleHhNoWife_12and13y	Own children under 18 years: In other families: Male householder, no wife present: 12 and 13 years
P016017	OwnChldLt18y_OthFam_MleHhNoWife_14y	Own children under 18 years: In other families: Male householder, no wife present: 14 years
P016018	OwnChldLt18y_OthFam_MleHhNoWife_15to17y	Own children under 18 years: In other families: Male householder, no wife present: 15 to 17 years
P016019	OwnChldLt18y_OthFam_FemHhNoHusb	Own children under 18 years: In other families: Female householder, no husband present:
P016020	OwnChldLt18y_OthFam_FemHhNoHusb_Lt3y	Own children under 18 years: In other families: Female householder, no husband present: Under 3 years
P016021	OwnChldLt18y_OthFam_FemHhNoHusb_3and4y	Own children under 18 years: In other families: Female householder, no husband present: 3 and 4 years
P016022	OwnChldLt18y_OthFam_FemHhNoHusb_5y	Own children under 18 years: In other families: Female householder, no husband present: 5 years
P016023	OwnChldLt18y_OthFam_FemHhNoHusb_6to11y	Own children under 18 years: In other families: Female householder, no husband present: 6 to 11 years
P016024	OwnChldLt18y_OthFam_FemHhNoHusb_12and13y	Own children under 18 years: In other families: Female householder, no husband present: 12 and 13 years
P016025	OwnChldLt18y_OthFam_FemHhNoHusb_14y	Own children under 18 years: In other families: Female householder, no husband present: 14 years
P016026	OwnChldLt18y_OthFam_FemHhNoHusb_15to17y	Own children under 18 years: In other families: Female householder, no husband present: 15 to 17 years
P017001	Fam_Tot	Families: Total:
P017002	Fam_MrdCplFam	Families: Married-couple family:
P017003	Fam_MrdCplFam_WRelChldLt18y	Families: Married-couple family: With related children under 18 years:
P017004	Fam_MrdCplFam_WRelChldLt18y_Lt6yOnly	Families: Married-couple family: With related children under 18 years: Under 6 years only
P017005	Fam_MrdCplFam_WRelChldLt18y_Lt6yand6to17y	Families: Married-couple family: With related children under 18 years: Under 6 years and 6 to 17 years
P017006	Fam_MrdCplFam_WRelChldLt18y_6to17yOnly	Families: Married-couple family: With related children under 18 years: 6 to 17 years only
P017007	Fam_MrdCplFam_NoRelChldLt18y	Families: Married-couple family: No related children under 18 years
P017008	Fam_OthFam	Families: Other family:
P017009	Fam_OthFam_MleHhNoWife	Families: Other family: Male householder, no wife present:
P017010	Fam_OthFam_MleHhNoWife_WRelChldLt18y	Families: Other family: Male householder, no wife present: With related children under 18 years:
P017011	Fam_OthFam_MleHhNoWife_WRelChldLt18y_Lt6yOnly	Families: Other family: Male householder, no wife present: With related children under 18 years: Under 6 years only
P017012	Fam_OthFam_MleHhNoWife_WRelChldLt18y_Lt6yand6to17y	Families: Other family: Male householder, no wife present: With related children under 18 years: Under 6 years and 6 to 17 years
P017013	Fam_OthFam_MleHhNoWife_WRelChldLt18y_6to17yOnly	Families: Other family: Male householder, no wife present: With related children under 18 years: 6 to 17 years only
P017014	Fam_OthFam_MleHhNoWife_NoRelChldLt18y	Families: Other family: Male householder, no wife present: No related children under 18 years
P017015	Fam_OthFam_FemHhNoHusb	Families: Other family: Female householder, no husband present:
P017016	Fam_OthFam_FemHhNoHusb_WRelChldLt18y	Families: Other family: Female householder, no husband present: With related children under 18 years:
P017017	Fam_OthFam_FemHhNoHusb_WRelChldLt18y_Lt6yOnly	Families: Other family: Female householder, no husband present: With related children under 18 years: Under 6 years only
P017018	Fam_OthFam_FemHhNoHusb_WRelChldLt18y_Lt6yand6to17y	Families: Other family: Female householder, no husband present: With related children under 18 years: Under 6 years and 6 to 17 years
P017019	Fam_OthFam_FemHhNoHusb_WRelChldLt18y_6to17yOnly	Families: Other family: Female householder, no husband present: With related children under 18 years: 6 to 17 years only
P017020	Fam_OthFam_FemHhNoHusb_NoRelChldLt18y	Families: Other family: Female householder, no husband present: No related children under 18 years
P018001	PopGte15y_Tot	Population 15 years and over: Total:
P018002	PopGte15y_Mle	Population 15 years and over: Male:
P018003	PopGte15y_Mle_NevMrd	Population 15 years and over: Male: Never married
P018004	PopGte15y_Mle_NowMrd	Population 15 years and over: Male: Now married:
P018005	PopGte15y_Mle_NowMrd_MrdSpPres	Population 15 years and over: Male: Now married: Married, spouse present
P018006	PopGte15y_Mle_NowMrd_MrdSpAbs	Population 15 years and over: Male: Now married: Married, spouse absent:
