P009021	10	Female householder:	(          )
P009022	12	Living alone	(            )
P009023	12	Not living alone	(            )
P009024	10	Nonrelatives	(          )
P009025	8	In group quarters:	(        )
P009026	10	Institutionalized population	(          )
P009027	10	Noninstitutionalized population	(          )
P010001	0	Total:	()
P010002	6	1-person household:	(      )
P010003	8	Male householder	(        )
P010004	8	Female householder	(        )
P010005	6	2-or-more-person household:	(      )
P010006	8	Family households:	(        )
P010007	10	Married-couple family:	(          )
P010008	12	With own children under 18 years	(            )
P010009	12	No own children under 18 years	(            )
P010010	10	Other family:	(          )
P010011	12	Male householder, no wife present:	(            )
P010012	14	With own children under 18 years	(              )
P010013	14	No own children under 18 years	(              )
P010014	12	Female householder, no husband present:	(            )
P010015	14	With own children under 18 years	(              )
P010016	14	No own children under 18 years	(              )
P010017	8	Nonfamily households:	(        )
P010018	10	Male householder	(          )
P010019	10	Female householder	(          )
P011001	0	Total:	()
P011002	6	In households:	(      )
P011003	8	In family households:	(        )
P011004	10	Householder:	(          )
P011005	12	Male	(            )
P011006	12	Female	(            )
P011007	10	Spouse	(          )
P011008	10	Parent	(          )
P011009	10	Other relatives	(          )
P011010	10	Nonrelatives	(          )
P011011	8	In nonfamily households:	(        )
P011012	10	Male householder:	(          )
P011013	12	Living alone	(            )
P011014	12	Not living alone	(            )
P011015	10	Female householder:	(          )
P011016	12	Living alone	(            )
P011017	12	Not living alone	(            )
P011018	10	Nonrelatives	(          )
P011019	6	In group quarters:	(      )
P011020	8	Institutionalized population	(        )
P011021	8	Noninstitutionalized population	(        )
P012001	0	Total:	()
P012002	6	Householder 15 to 64 years:	(      )
P012003	8	Family households:	(        )
P012004	10	Married-couple family:	(          )
P012005	12	With own children under 18 years	(            )
P012006	12	No own children under 18 years	(            )
P012007	10	Other family:	(          )
P012008	12	Male householder, no wife present:	(            )
P012009	14	With own children under 18 years	(              )
P012010	14	No own children under 18 years	(              )
P012011	12	Female householder, no husband present:	(            )
P012012	14	With own children under 18 years	(              )
P012013	14	No own children under 18 years	(              )
P012014	8	Nonfamily households:	(        )
P012015	10	Householder living alone	(          )
P012016	10	Householder not living alone	(          )
P012017	6	Householder 65 years and over:	(      )
P012018	8	Family households:	(        )
P012019	10	Married-couple family:	(          )
P012020	12	With own children under 18 years	(            )
P012021	12	No own children under 18 years	(            )
P012022	10	Other family:	(          )
P012023	12	Male householder, no wife present:	(            )
P012024	14	With own children under 18 years	(              )
P012025	14	No own children under 18 years	(              )
P012026	12	Female householder, no husband present:	(            )
P012027	14	With own children under 18 years	(              )
P012028	14	No own children under 18 years	(              )
P012029	8	Nonfamily households:	(        )
P012030	10	Householder living alone	(          )
P012031	10	Householder not living alone	(          )
P013001	0	Total:	()
P013002	6	Family households:	(      )
P013003	8	Householder 15 to 24 years	(        )
P013004	8	Householder 25 to 34 years	(        )
P013005	8	Householder 35 to 44 years	(        )
P013006	8	Householder 45 to 54 years	(        )
P013007	8	Householder 55 to 64 years	(        )
P013008	8	Householder 65 to 74 years	(        )
P013009	8	Householder 75 to 84 years	(        )
P013010	8	Householder 85 years and over	(        )
P013011	6	Nonfamily households:	(      )
P013012	8	Householder 15 to 24 years	(        )
P013013	8	Householder 25 to 34 years	(        )
P013014	8	Householder 35 to 44 years	(        )
P013015	8	Householder 45 to 54 years	(        )
P013016	8	Householder 55 to 64 years	(        )
P013017	8	Householder 65 to 74 years	(        )
P013018	8	Householder 75 to 84 years	(        )
P013019	8	Householder 85 years and over	(        )
P014001	0	Total:	()
P014002	6	Family households:	(      )
P014003	8	2-person household	(        )
P014004	8	3-person household	(        )
P014005	8	4-person household	(        )
P014006	8	5-person household	(        )
P014007	8	6-person household	(        )
P014008	8	7-or-more-person household	(        )
P014009	6	Nonfamily households:	(      )
P014010	8	1-person household	(        )
P014011	8	2-person household	(        )
P014012	8	3-person household	(        )
P014013	8	4-person household	(        )
P014014	8	5-person household	(        )
P014015	8	6-person household	(        )
P014016	8	7-or-more-person household	(        )
P015001	0	Total:	()
P015002	6	Married-couple family:	(      )
P015003	8	With own children under 18 years:	(        )
P015004	10	Under 6 years only	(          )
P015005	10	Under 6 years and 6 to 17 years	(          )
P015006	10	6 to 17 years only	(          )
P015007	8	No own children under 18 years	(        )
P015008	6	Other family:	(      )
P015009	8	Male householder, no wife present:	(        )
P015010	10	With own children under 18 years:	(          )
P015011	12	Under 6 years only	(            )
P015012	12	Under 6 years and 6 to 17 years	(            )
P015013	12	6 to 17 years only	(            )
P015014	10	No own children under 18 years	(          )
P015015	8	Female householder, no husband present:	(        )
P015016	10	With own children under 18 years:	(          )
P015017	12	Under 6 years only	(            )
P015018	12	Under 6 years and 6 to 17 years	(            )
P015019	12	6 to 17 years only	(            )
P015020	10	No own children under 18 years	(          )
P016001	0	Total:	()
P016002	6	In married-couple families:	(      )
P016003	8	Under 3 years	(        )
P016004	8	3 and 4 years	(        )
P016005	8	5 years	(        )
P016006	8	6 to 11 years	(        )
P016007	8	12 and 13 years	(        )
P016008	8	14 years	(        )
P016009	8	15 to 17 years	(        )
P016010	6	In other families:	(      )
P016011	8	Male householder, no wife present:	(        )
P016012	10	Under 3 years	(          )
P016013	10	3 and 4 years	(          )
P016014	10	5 years	(          )
P016015	10	6 to 11 years	(          )
P016016	10	12 and 13 years	(          )
P016017	10	14 years	(          )
P016018	10	15 to 17 years	(          )
P016019	8	Female householder, no husband present:	(        )
P016020	10	Under 3 years	(          )
P016021	10	3 and 4 years	(          )
P016022	10	5 years	(          )
P016023	10	6 to 11 years	(          )
P016024	10	12 and 13 years	(          )
P016025	10	14 years	(          )
P016026	10	15 to 17 years	(          )
P017001	0	Total:	()
P017002	6	Married-couple family:	(      )
P017003	8	With related children under 18 years:	(        )
P017004	10	Under 6 years only	(          )
P017005	10	Under 6 years and 6 to 17 years	(          )
P017006	10	6 to 17 years only	(          )
P017007	8	No related children under 18 years	(        )
P017008	6	Other family:	(      )
P017009	8	Male householder, no wife present:	(        )
P017010	10	With related children under 18 years:	(          )
P017011	12	Under 6 years only	(            )
P017012	12	Under 6 years and 6 to 17 years	(            )
P017013	12	6 to 17 years only	(            )
P017014	10	No related children under 18 years	(          )
P017015	8	Female householder, no husband present:	(        )
P017016	10	With related children under 18 years:	(          )
P017017	12	Under 6 years only	(            )
P017018	12	Under 6 years and 6 to 17 years	(            )
P017019	12	6 to 17 years only	(            )
P017020	10	No related children under 18 years	(          )
P018001	0	Total:	()
P018002	6	Male:	(      )
P018003	8	Never married	(        )
P018004	8	Now married:	(        )
P018005	10	Married, spouse present	(          )
P018006	10	Married, spouse absent:	(          )
P018007	12	Separated	(            )
P018008	12	Other	(            )
P018009	8	Widowed	(        )
P018010	8	Divorced	(        )
P018011	6	Female:	(      )
P018012	8	Never married	(        )
P018013	8	Now married:	(        )
P018014	10	Married, spouse present	(          )
P018015	10	Married, spouse absent:	(          )
P018016	12	Separated	(            )
P018017	12	Other	(            )
P018018	8	Widowed	(        )
P018019	8	Divorced	(        )
P019001	0	Total:	()
P019002	6	5 to 17 years:	(      )
P019003	8	Speak only English	(        )
P019004	8	Speak Spanish:	(        )
P019005	10	Speak English "very well"	(          )
P019006	10	Speak English "well"	(          )
P019007	10	Speak English "not well"	(          )
P019008	10	Speak English "not at all"	(          )
P019009	8	Speak other Indo-European languages:	(        )
P019010	10	Speak English "very well"	(          )
P019011	10	Speak English "well"	(          )
P019012	10	Speak English "not well"	(          )
P019013	10	Speak English "not at all"	(          )
P019014	8	Speak Asian and Pacific Island languages:	(        )
P019015	10	Speak English "very well"	(          )
P019016	10	Speak English "well"	(          )
P019017	10	Speak English "not well"	(          )
P019018	10	Speak English "not at all"	(          )
P019019	8	Speak other languages:	(        )
P019020	10	Speak English "very well"	(          )
P019021	10	Speak English "well"	(          )
P019022	10	Speak English "not well"	(          )
P019023	10	Speak English "not at all"	(          )
P019024	6	18 to 64 years:	(      )
P019025	8	Speak only English	(        )
P019026	8	Speak Spanish:	(        )
P019027	10	Speak English "very well"	(          )
P019028	10	Speak English "well"	(          )
P019029	10	Speak English "not well"	(          )
P019030	10	Speak English "not at all"	(          )
P019031	8	Speak other Indo-European languages:	(        )
P019032	10	Speak English "very well"	(          )
P019033	10	Speak English "well"	(          )
P019034	10	Speak English "not well"	(          )
P019035	10	Speak English "not at all"	(          )
P019036	8	Speak Asian and Pacific Island languages:	(        )
P019037	10	Speak English "very well"	(          )
P019038	10	Speak English "well"	(          )
P019039	10	Speak English "not well"	(          )
P019040	10	Speak English "not at all"	(          )
P019041	8	Speak other languages:	(        )
P019042	10	Speak English "very well"	(          )
P019043	10	Speak English "well"	(          )
P019044	10	Speak English "not well"	(          )
P019045	10	Speak English "not at all"	(          )
P019046	6	65 years and over:	(      )
P019047	8	Speak only English	(        )
P019048	8	Speak Spanish:	(        )
P019049	10	Speak English "very well"	(          )
P019050	10	Speak English "well"	(          )
P019051	10	Speak English "not well"	(          )
P019052	10	Speak English "not at all"	(          )
P019053	8	Speak other Indo-European languages:	(        )
P019054	10	Speak English "very well"	(          )
P019055	10	Speak English "well"	(          )
P019056	10	Speak English "not well"	(          )
P019057	10	Speak English "not at all"	(          )
P019058	8	Speak Asian and Pacific Island languages:	(        )
P019059	10	Speak English "very well"	(          )
P019060	10	Speak English "well"	(          )
P019061	10	Speak English "not well"	(          )
P019062	10	Speak English "not at all"	(          )
P019063	8	Speak other languages:	(        )
P019064	10	Speak English "very well"	(          )
P019065	10	Speak English "well"	(          )
P019066	10	Speak English "not well"	(          )
P019067	10	Speak English "not at all"	(          )
P020001	0	Total:	()
P020002	6	English	(      )
P020003	6	Spanish:	(      )
P020004	8	Linguistically isolated	(        )
P020005	8	Not linguistically isolated	(        )
P020006	6	Other Indo-European languages:	(      )
P020007	8	Linguistically isolated	(        )
P020008	8	Not linguistically isolated	(        )
P020009	6	Asian and Pacific Island languages:	(      )
P020010	8	Linguistically isolated	(        )
P020011	8	Not linguistically isolated	(        )
P020012	6	Other languages:	(      )
P020013	8	Linguistically isolated	(        )
P020014	8	Not linguistically isolated	(        )
P021001	0	Total:	()
P021002	6	Native:	(      )
P021003	8	Born in state of residence	(        )
P021004	8	Born in other state in the United States:	(        )
P021005	10	Northeast	(          )
P021006	10	Midwest	(          )
P021007	10	South	(          )
P021008	10	West	(          )
P021009	8	Born outside the United States:	(        )
P021010	10	Puerto Rico	(          )
P021011	10	U.S. Island Areas	(          )
P021012	10	Born abroad of American parent(s)	(          )
P021013	6	Foreign born:	(      )
P021014	8	Naturalized citizen	(        )
P021015	8	Not a citizen	(        )
P022001	0	Total:	()
P022002	6	1995 to March 2000	(      )
P022003	6	1990 to 1994	(      )
P022004	6	1985 to 1989	(      )
P022005	6	1980 to 1984	(      )
P022006	6	1975 to 1979	(      )
P022007	6	1970 to 1974	(      )
P022008	6	1965 to 1969	(      )
P022009	6	Before 1965	(      )
P023001	0	Total:	()
P023002	6	Year of entry 1990 to March 2000:	(      )
P023003	8	Naturalized citizen	(        )
P023004	8	Not a citizen	(        )
P023005	6	Year of entry 1980 to 1989:	(      )
P023006	8	Naturalized citizen	(        )
P023007	8	Not a citizen	(        )
P023008	6	Year of entry before 1980:	(      )
P023009	8	Naturalized citizen	(        )
P023010	8	Not a citizen	(        )
P024001	0	Total:	()
P024002	6	Same house in 1995	(      )
P024003	6	Different house in 1995:	(      )
P024004	8	In United States in 1995:	(        )
P024005	10	Same county	(          )
P024006	10	Different county:	(          )
P024007	12	Same state	(            )
P024008	12	Different state:	(            )
P024009	14	Northeast	(              )
P024010	14	Midwest	(              )
P024011	14	South	(              )
P024012	14	West	(              )
P024013	8	In Puerto Rico in 1995:	(        )
P024014	10	Same municipio	(          )
P024015	10	Different municipio	(          )
P024016	8	Elsewhere in 1995:	(        )
P024017	10	U.S. Island Areas	(          )
P024018	10	Foreign country or at sea	(          )
P025001	0	Total:	()
P025002	6	Living in an MSA/PMSA in 2000:	(      )
P025003	8	Same house in 1995	(        )
P025004	8	Different house in 1995:	(        )
P025005	10	In United States in 1995:	(          )
P025006	12	Same MSA/PMSA in 1995:	(            )
P025007	14	Central city	(              )
P025008	14	Remainder of this MSA/PMSA	(              )
P025009	12	Different MSA/PMSA in 1995:	(            )
P025010	14	Central city	(              )
P025011	14	Remainder of different MSA/PMSA	(              )
P025012	12	Not in an MSA/PMSA in 1995	(            )
P025013	10	In Puerto Rico in 1995:	(          )
P025014	12	Same MSA/PMSA in 1995:	(            )
P025015	14	Central city	(              )
P025016	14	Remainder of this MSA/PMSA	(              )
P025017	12	Different MSA/PMSA in 1995:	(            )
P025018	14	Central city	(              )
P025019	14	Remainder of different MSA/PMSA	(              )
P025020	12	Not in an MSA/PMSA in 1995	(            )
P025021	10	Elsewhere in 1995	(          )
P025022	6	Not living in an MSA/PMSA in 2000:	(      )
P025023	8	Same house in 1995	(        )
P025024	8	Different house in 1995:	(        )
P025025	10	In United States in 1995:	(          )
P025026	12	In an MSA/PMSA in 1995:	(            )
P025027	14	Central city	(              )
P025028	14	Remainder of MSA/PMSA	(              )
P025029	12	Not in an MSA/PMSA in 1995	(            )
P025030	10	In Puerto Rico in 1995:	(          )
P025031	12	In an MSA/PMSA in 1995:	(            )
P025032	14	Central city	(              )
P025033	14	Remainder of MSA/PMSA	(              )
P025034	12	Not in an MSA/PMSA in 1995	(            )
P025035	10	Elsewhere in 1995	(          )
P026001	0	Total:	()
P026002	6	Worked in state of residence:	(      )
P026003	8	Worked in county of residence	(        )
P026004	8	Worked outside county of residence	(        )
P026005	6	Worked outside state of residence	(      )
P027001	0	Total:	()
P027002	6	Living in a place:	(      )
P027003	8	Worked in place of residence	(        )
P027004	8	Worked outside place of residence	(        )
P027005	6	Not living in a place	(      )
P028001	0	Total:	()
P028002	6	Living in an MSA/PMSA:	(      )
P028003	8	Living in a central city:	(        )
P028004	10	Worked in MSA/PMSA of residence:	(          )
P028005	12	Central city	(            )
P028006	12	Remainder of this MSA/PMSA	(            )
P028007	10	Worked outside MSA/PMSA of residence:	(          )
P028008	12	Worked in a different MSA/PMSA:	(            )
P028009	14	Central city	(              )
P028010	14	Remainder of different MSA/PMSA	(              )
P028011	12	Worked outside any MSA/PMSA	(            )
P028012	8	Living in remainder of an MSA/PMSA:	(        )
P028013	10	Worked in MSA/PMSA of residence:	(          )
P028014	12	Central city	(            )
P028015	12	Remainder of this MSA/PMSA	(            )
P028016	10	Worked outside MSA/PMSA of residence:	(          )
P028017	12	Worked in a different MSA/PMSA:	(            )
P028018	14	Central city	(              )
P028019	14	Remainder of different MSA/PMSA	(              )
P028020	12	Worked outside any MSA/PMSA	(            )
P028021	6	Not living in an MSA/PMSA:	(      )
P028022	8	Worked in an MSA/PMSA:	(        )
P028023	10	Central city	(          )
P028024	10	Remainder of MSA/PMSA	(          )
P028025	8	Worked outside any MSA/PMSA	(        )
P029001	0	Total:	()
P029002	6	Living in the 12 selected states:	(      )
P029003	8	Worked in minor civil division of residence	(        )
P029004	8	Worked outside minor civil division of residence	(        )
P029005	6	Not living in the 12 selected states	(      )
P030001	0	Total:	()
P030002	6	Car, truck, or van:	(      )
P030003	8	Drove alone	(        )
P030004	8	Carpooled	(        )
P030005	6	Public transportation:	(      )
P030006	8	Bus or trolley bus	(        )
P030007	8	Streetcar or trolley car (público in Puerto Rico)	(        )
P030008	8	Subway or elevated	(        )
P030009	8	Railroad	(        )
P030010	8	Ferryboat	(        )
P030011	8	Taxicab	(        )
P030012	6	Motorcycle	(      )
P030013	6	Bicycle	(      )
P030014	6	Walked	(      )
P030015	6	Other means	(      )
P030016	6	Worked at home	(      )
P031001	0	Total:	()
P031002	6	Did not work at home:	(      )
P031003	8	Less than 5 minutes	(        )
P031004	8	5 to 9 minutes	(        )
P031005	8	10 to 14 minutes	(        )
P031006	8	15 to 19 minutes	(        )
P031007	8	20 to 24 minutes	(        )
P031008	8	25 to 29 minutes	(        )
P031009	8	30 to 34 minutes	(        )
P031010	8	35 to 39 minutes	(        )
P031011	8	40 to 44 minutes	(        )
P031012	8	45 to 59 minutes	(        )
P031013	8	60 to 89 minutes	(        )
P031014	8	90 or more minutes	(        )
P031015	6	Worked at home	(      )
P032001	0	Total:	()
P032002	6	Less than 30 minutes:	(      )
P032003	8	Public transportation	(        )
P032004	8	Other means	(        )
P032005	6	30 to 44 minutes:	(      )
P032006	8	Public transportation	(        )
P032007	8	Other means	(        )
P032008	6	45 to 59 minutes:	(      )
P032009	8	Public transportation	(        )
P032010	8	Other means	(        )
P032011	6	60 or more minutes:	(      )
P032012	8	Public transportation	(        )
P032013	8	Other means	(        )
P033001	0	Aggregate travel time to work (in minutes):	()
P033002	6	Less than 30 minutes:	(      )
P033003	8	Public transportation	(        )
P033004	8	Other means	(        )
P033005	6	30 to 44 minutes:	(      )
P033006	8	Public transportation	(        )
P033007	8	Other means	(        )
P033008	6	45 to 59 minutes:	(      )
P033009	8	Public transportation	(        )
P033010	8	Other means	(        )
P033011	6	60 or more minutes:	(      )
P033012	8	Public transportation	(        )
P033013	8	Other means	(        )
P034001	0	Total:	()
P034002	6	Did not work at home:	(      )
P034003	8	12:00 a.m. to 4:59 a.m.	(        )
P034004	8	5:00 a.m. to 5:29 a.m.	(        )
P034005	8	5:30 a.m. to 5:59 a.m.	(        )
P034006	8	6:00 a.m. to 6:29 a.m.	(        )
P034007	8	6:30 a.m. to 6:59 a.m.	(        )
P034008	8	7:00 a.m. to 7:29 a.m.	(        )
P034009	8	7:30 a.m. to 7:59 a.m.	(        )
P034010	8	8:00 a.m. to 8:29 a.m.	(        )
P034011	8	8:30 a.m. to 8:59 a.m.	(        )
P034012	8	9:00 a.m. to 9:59 a.m.	(        )
P034013	8	10:00 a.m. to 10:59 a.m.	(        )
P034014	8	11:00 a.m. to 11:59 a.m.	(        )
P034015	8	12:00 p.m. to 3:59 p.m.	(        )
P034016	8	4:00 p.m. to 11:59 p.m.	(        )
P034017	6	Worked at home	(      )
P035001	0	Total:	()
P035002	6	Car, truck, or van:	(      )
P035003	8	Drove alone	(        )
P035004	8	Carpooled:	(        )
P035005	10	In 2-person carpool	(          )
P035006	10	In 3-person carpool	(          )
P035007	10	In 4-person carpool	(          )
P035008	10	In 5- or 6-person carpool	(          )
P035009	10	In 7-or-more-person carpool	(          )
P035010	6	Other means (including those who worked at home)	(      )
P036001	0	Total:	()
P036002	6	Male:	(      )
P036003	8	Enrolled in nursery school, preschool:	(        )
P036004	10	Public school	(          )
P036005	10	Private school	(          )
P036006	8	Enrolled in kindergarten:	(        )
P036007	10	Public school	(          )
P036008	10	Private school	(          )
P036009	8	Enrolled in grade 1 to grade 4:	(        )
P036010	10	Public school	(          )
P036011	10	Private school	(          )
P036012	8	Enrolled in grade 5 to grade 8:	(        )
P036013	10	Public school	(          )
P036014	10	Private school	(          )
P036015	8	Enrolled in grade 9 to grade 12:	(        )
P036016	10	Public school	(          )
P036017	10	Private school	(          )
P036018	8	Enrolled in college, undergraduate years:	(        )
P036019	10	Public school	(          )
P036020	10	Private school	(          )
P036021	8	Enrolled in graduate or professional school:	(        )
P036022	10	Public school	(          )
P036023	10	Private school	(          )
P036024	8	Not enrolled in school	(        )
P036025	6	Female:	(      )
P036026	8	Enrolled in nursery school, preschool:	(        )
P036027	10	Public school	(          )
P036028	10	Private school	(          )
P036029	8	Enrolled in kindergarten:	(        )
P036030	10	Public school	(          )
P036031	10	Private school	(          )
P036032	8	Enrolled in grade 1 to grade 4:	(        )
P036033	10	Public school	(          )
P036034	10	Private school	(          )
P036035	8	Enrolled in grade 5 to grade 8:	(        )
P036036	10	Public school	(          )
P036037	10	Private school	(          )
P036038	8	Enrolled in grade 9 to grade 12:	(        )
P036039	10	Public school	(          )
P036040	10	Private school	(          )
P036041	8	Enrolled in college, undergraduate years:	(        )
P036042	10	Public school	(          )
P036043	10	Private school	(          )
P036044	8	Enrolled in graduate or professional school:	(        )
P036045	10	Public school	(          )
P036046	10	Private school	(          )
P036047	8	Not enrolled in school	(        )
P037001	0	Total:	()
P037002	6	Male:	(      )
P037003	8	No schooling completed	(        )
P037004	8	Nursery to 4th grade	(        )
P037005	8	5th and 6th grade	(        )
P037006	8	7th and 8th grade	(        )
P037007	8	9th grade	(        )
P037008	8	10th grade	(        )
P037009	8	11th grade	(        )
P037010	8	12th grade, no diploma	(        )
P037011	8	High school graduate (includes equivalency)	(        )
P037012	8	Some college, less than 1 year	(        )
P037013	8	Some college, 1 or more years, no degree	(        )
P037014	8	Associate degree	(        )
P037015	8	Bachelor's degree	(        )
P037016	8	Master's degree	(        )
P037017	8	Professional school degree	(        )
P037018	8	Doctorate degree	(        )
P037019	6	Female:	(      )
P037020	8	No schooling completed	(        )
P037021	8	Nursery to 4th grade	(        )
P037022	8	5th and 6th grade	(        )
P037023	8	7th and 8th grade	(        )
P037024	8	9th grade	(        )
P037025	8	10th grade	(        )
P037026	8	11th grade	(        )
P037027	8	12th grade, no diploma	(        )
P037028	8	High school graduate (includes equivalency)	(        )
P037029	8	Some college, less than 1 year	(        )
P037030	8	Some college, 1 or more years, no degree	(        )
P037031	8	Associate degree	(        )
P037032	8	Bachelor's degree	(        )
P037033	8	Master's degree	(        )
P037034	8	Professional school degree	(        )
P037035	8	Doctorate degree	(        )
P038001	0	Total:	()
P038002	6	In Armed Forces:	(      )
P038003	8	Enrolled in school:	(        )
P038004	10	High school graduate	(          )
P038005	10	Not high school graduate	(          )
P038006	8	Not enrolled in school:	(        )
P038007	10	High school graduate	(          )
P038008	10	Not high school graduate	(          )
P038009	6	Civilian:	(      )
P038010	8	Enrolled in school:	(        )
P038011	10	Employed	(          )
P038012	10	Unemployed	(          )
P038013	10	Not in labor force	(          )
P038014	8	Not enrolled in school:	(        )
P038015	10	High school graduate:	(          )
P038016	12	Employed	(            )
P038017	12	Unemployed	(            )
P038018	12	Not in labor force	(            )
P038019	10	Not high school graduate:	(          )
P038020	12	Employed	(            )
P038021	12	Unemployed	(            )
P038022	12	Not in labor force	(            )
P039001	0	Total:	()
P039002	6	Male:	(      )
P039003	8	18 to 64 years:	(        )
P039004	10	In Armed Forces	(          )
P039005	10	Civilian:	(          )
P039006	12	Veteran	(            )
P039007	12	Nonveteran	(            )
P039008	8	65 years and over:	(        )
P039009	10	In Armed Forces	(          )
P039010	10	Civilian:	(          )
P039011	12	Veteran	(            )
P039012	12	Nonveteran	(            )
P039013	6	Female:	(      )
P039014	8	18 to 64 years:	(        )
P039015	10	In Armed Forces	(          )
P039016	10	Civilian:	(          )
P039017	12	Veteran	(            )
P039018	12	Nonveteran	(            )
P039019	8	65 years and over:	(        )
P039020	10	In Armed Forces	(          )
P039021	10	Civilian:	(          )
P039022	12	Veteran	(            )
P039023	12	Nonveteran	(            )
P040001	0	Total:	()
P040002	6	August 1990 or later (including Persian Gulf War):	(      )
P040003	8	Served in Vietnam era	(        )
P040004	8	No Vietnam era service:	(        )
P040005	10	Served September 1980 or later only:	(          )
P040006	12	Served under 2 years	(            )
P040007	12	Served 2 or more years	(            )
P040008	10	Served prior to September 1980	(          )
P040009	6	May 1975 to July 1990 only:	(      )
P040010	8	September 1980 to July 1990 only:	(        )
P040011	10	Served under 2 years	(          )
P040012	10	Served 2 or more years	(          )
P040013	8	Other May 1975 to July 1990 service	(        )
P040014	6	Vietnam era, no Korean War, no World War II, no August 1990 or later	(      )
P040015	6	Vietnam era and Korean War, no World War II, no August 1990 or later	(      )
P040016	6	Vietnam era, Korean War, and World War II, no August 1990 or later	(      )
P040017	6	February 1955 to July 1964 only	(      )
P040018	6	Korean War, no Vietnam era, no World War II	(      )
